Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
28017169,05/10/2014 02:00:00 PM,05/12/2014 12:00:00 PM,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,GRAND CENTRAL PARKWAY,MAIN STREET,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,05/12/2014 12:00:00 PM,08 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
41446322,01/17/2019 11:08:00 PM,01/24/2019 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10024,142 WEST   81 STREET,WEST   81 STREET,COLUMBUS AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",01/24/2019 12:00:00 AM,07 MANHATTAN,1012110050,MANHATTAN,990947,224832,PHONE,Unspecified,MANHATTAN,,,,,,,,40.783785573528625,-73.97581719832937,"(40.783785573528625, -73.97581719832937)"
42031743,03/23/2019 06:25:08 PM,03/31/2019 10:02:40 AM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/31/2019 10:02:40 AM,09 MANHATTAN,1020780011,MANHATTAN,998546,240373,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82643230708916,-73.94834419528975,"(40.82643230708916, -73.94834419528975)"
40166090,09/01/2018 06:50:42 PM,09/03/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10463,1 VAN CORLEAR PLACE,VAN CORLEAR PLACE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",09/03/2018 12:00:00 AM,08 BRONX,1022150415,BRONX,1008727,258344,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87573500295912,-73.91149154928938,"(40.87573500295912, -73.91149154928938)"
41009803,11/22/2018 04:27:00 AM,11/22/2018 05:20:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,GATEWAY DR,SOF VANDALIA AVE 1160F,GATEWAY DR,SOF VANDALIA AVE 1160F,INTERSECTION,,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,11/22/2018 05:20:00 AM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
41573931,01/31/2019 01:00:00 PM,01/29/2019 11:10:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10467,,,,,LESTER STREET,BARKER AVENUE,INTERSECTION,BRONX,,N/A,Pending,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/29/2019 11:10:00 PM,12 BRONX,,BRONX,1020390,256485,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87059257446193,-73.86932840302947,"(40.87059257446193, -73.86932840302947)"
41573950,01/31/2019 09:38:00 AM,01/31/2019 09:38:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,10459,,,,,PROSPECT AVENUE,RITTER PLACE,INTERSECTION,BRONX,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/31/2019 12:26:00 AM,03 BRONX,,BRONX,1012781,242062,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83103361506721,-73.89690165499093,"(40.83103361506721, -73.89690165499093)"
42031744,03/23/2019 05:22:25 AM,03/23/2019 07:28:55 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10456,,,,,EAST  166 STREET,SHERMAN AVENUE,INTERSECTION,BRONX,,Precinct,Closed,03/23/2019 01:22:25 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,03/23/2019 07:28:55 PM,04 BRONX,,BRONX,1007096,242091,ONLINE,Unspecified,BRONX,,,,,,,,40.83112974694643,-73.91744460418215,"(40.83112974694643, -73.91744460418215)"
37696506,11/14/2017 05:21:14 PM,12/18/2017 09:31:40 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10454,124 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",12/18/2017 09:31:40 AM,01 BRONX,2025460140,BRONX,1006489,232106,PHONE,Unspecified,BRONX,,,,,,,,40.803725286529826,-73.91967112150978,"(40.803725286529826, -73.91967112150978)"
40166347,09/01/2018 02:29:03 PM,09/03/2018 12:00:00 AM,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10040,30 SICKLES STREET,SICKLES STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",09/03/2018 12:00:00 AM,12 MANHATTAN,1021740131,MANHATTAN,1004233,253079,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.861295506837514,-73.9277574760874,"(40.861295506837514, -73.9277574760874)"
40166562,09/01/2018 11:31:32 AM,09/17/2018 09:55:19 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10468,2401 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",09/17/2018 09:55:19 AM,07 BRONX,2031990038,BRONX,1011061,253220,PHONE,Unspecified,BRONX,,,,,,,,40.86166441278946,-73.9030723500759,"(40.86166441278946, -73.9030723500759)"
39357257,06/03/2018 03:37:02 PM,06/03/2018 09:35:51 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11412,205-03 LINDEN BOULEVARD,LINDEN BOULEVARD,205 STREET,205 STREET,,,ADDRESS,SAINT ALBANS,,Precinct,Closed,06/03/2018 11:37:02 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/03/2018 09:35:51 PM,12 QUEENS,4110780001,QUEENS,1054269,192864,ONLINE,Unspecified,QUEENS,,,,,,,,40.69576690582075,-73.74749551977622,"(40.69576690582075, -73.74749551977622)"
39357259,06/03/2018 01:11:19 PM,06/03/2018 03:07:23 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11365,,,,,73 AVENUE,UTOPIA PARKWAY,INTERSECTION,FRESH MEADOWS,,Precinct,Closed,06/03/2018 09:11:19 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/03/2018 03:07:23 PM,08 QUEENS,,QUEENS,1041476,205322,PHONE,Unspecified,QUEENS,,,,,,,,40.73005302265748,-73.7935239089092,"(40.73005302265748, -73.7935239089092)"
39357258,06/03/2018 11:31:09 PM,06/04/2018 01:59:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11230,1624 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,LOCUST AVENUE,AVENUE M,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/04/2018 07:31:09 AM,The Police Department responded to the complaint and took action to fix the condition.,06/04/2018 01:59:20 AM,12 BROOKLYN,3065460042,BROOKLYN,994275,164410,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.617938244290315,-73.96388976567948,"(40.617938244290315, -73.96388976567948)"
39574588,06/25/2018 08:02:03 PM,10/12/2018 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,10305,2 BIONIA AVENUE,BIONIA AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,10/12/2018 12:00:00 AM,02 STATEN ISLAND,5032700059,STATEN ISLAND,963178,156976,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.5975140575387,-74.07587852160732,"(40.5975140575387, -74.07587852160732)"
42031745,03/23/2019 10:12:14 AM,03/23/2019 01:40:06 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,636 EAST 31 STREET,EAST 31 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/23/2019 06:12:14 PM,The Police Department issued a summons in response to the complaint.,03/23/2019 01:40:06 PM,17 BROOKLYN,3050050056,BROOKLYN,998972,170776,PHONE,Unspecified,BROOKLYN,,,,,,,,40.635405013978364,-73.94695720371006,"(40.635405013978364, -73.94695720371006)"
39574592,06/25/2018 01:50:39 PM,06/26/2018 12:05:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10019,8 AVENUE,8 AVENUE,WEST   51 STREET,WEST   52 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/26/2018 12:05:00 PM,04 MANHATTAN,,MANHATTAN,988289,217342,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.763229099242984,-73.98541971194062,"(40.763229099242984, -73.98541971194062)"
39574593,06/25/2018 12:56:41 PM,06/26/2018 09:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11418,114-15 MYRTLE AVENUE,MYRTLE AVENUE,114 STREET,115 STREET,,,ADDRESS,Richmond Hill,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/26/2018 09:00:00 AM,09 QUEENS,,QUEENS,1029818,194509,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7004417171201,-73.83566000947879,"(40.7004417171201, -73.83566000947879)"
42031747,03/23/2019 06:27:50 AM,03/23/2019 02:06:23 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,246 CENTRAL AVENUE,CENTRAL AVENUE,STANHOPE STREET,HIMROD STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/23/2019 02:27:50 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,03/23/2019 02:06:23 PM,04 BROOKLYN,3032650042,BROOKLYN,1005448,193280,PHONE,Unspecified,BROOKLYN,,,,,,,,40.697160334734,-73.9235536767348,"(40.697160334734, -73.9235536767348)"
42031750,03/23/2019 05:09:34 PM,03/23/2019 07:06:38 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11105,20-35 29 STREET,29 STREET,20 AVENUE,21 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,03/24/2019 01:09:34 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/23/2019 07:06:38 PM,01 QUEENS,4008480022,QUEENS,1009692,223368,PHONE,Unspecified,QUEENS,,,,,,,,40.779733202146055,-73.90813476159772,"(40.779733202146055, -73.90813476159772)"
42031746,03/23/2019 09:30:17 AM,06/03/2019 09:22:59 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,1420 CLAY AVENUE,CLAY AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",06/03/2019 09:22:59 AM,04 BRONX,2028870088,BRONX,1009792,244407,PHONE,Unspecified,BRONX,,,,,,,,40.83747910996361,-73.90769363386275,"(40.83747910996361, -73.90769363386275)"
41446328,01/16/2019 05:59:12 PM,01/17/2019 05:08:47 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10128,53 EAST   95 STREET,EAST   95 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,01/17/2019 05:08:47 PM,08 MANHATTAN,1015070025,MANHATTAN,996947,225768,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78634806058536,-73.95414949076722,"(40.78634806058536, -73.95414949076722)"
39874683,07/30/2018 10:51:00 AM,07/30/2018 12:00:00 PM,DSNY,Queens West 04,Derelict Vehicles,14 Derelict Vehicles,Street,11368,,,,,55 AVENUE,97 PLACE,INTERSECTION,Corona,,N/A,Pending,,The Department of Sanitation removed the items.,07/30/2018 10:51:00 AM,04 QUEENS,,QUEENS,1022007,208488,PHONE,Unspecified,QUEENS,,,,,,,,40.73884743426441,-73.86375174412073,"(40.73884743426441, -73.86375174412073)"
42031752,03/23/2019 10:13:27 AM,03/23/2019 12:37:29 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10310,95 RECTOR STREET,RECTOR STREET,RICHMOND TERRACE,CASTLETON AVENUE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,03/23/2019 06:13:27 PM,The Police Department responded to the complaint and took action to fix the condition.,03/23/2019 12:37:29 PM,01 STATEN ISLAND,5002050106,STATEN ISLAND,948666,170358,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.634198452877655,-74.12820549489562,"(40.634198452877655, -74.12820549489562)"
37696530,11/14/2017 07:14:53 PM,11/17/2017 04:31:48 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10470,4459 MATILDA AVENUE,MATILDA AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/17/2017 04:31:48 PM,12 BRONX,2050670040,BRONX,1024208,267253,ONLINE,Unspecified,BRONX,,,,,,,,40.900130862674295,-73.85545942006536,"(40.900130862674295, -73.85545942006536)"
37696531,11/14/2017 09:19:54 PM,11/23/2017 02:09:55 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,3840 ORLOFF AVENUE,ORLOFF AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",11/23/2017 02:09:55 AM,08 BRONX,2032630172,BRONX,1012834,261212,MOBILE,Unspecified,BRONX,,,,,,,,40.8835944220052,-73.89662847590374,"(40.8835944220052, -73.89662847590374)"
37696532,11/14/2017 07:26:02 AM,11/15/2017 04:09:28 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,8785 BAY 16 STREET,BAY 16 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/15/2017 04:09:28 PM,11 BROOKLYN,3064340021,BROOKLYN,982014,159455,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60434317790975,-74.00805247284738,"(40.60434317790975, -74.00805247284738)"
42031753,03/23/2019 03:09:31 PM,03/28/2019 02:03:48 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11238,425 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/28/2019 02:03:48 AM,02 BROOKLYN,3019820007,BROOKLYN,994853,188204,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.683246921488006,-73.96177039490063,"(40.683246921488006, -73.96177039490063)"
39574603,06/26/2018 01:29:59 PM,07/11/2018 12:50:47 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11216,,,,,,,,BROOKLYN,,N/A,Closed,07/10/2018 01:29:59 PM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",07/11/2018 12:50:47 PM,03 BROOKLYN,,BROOKLYN,,,PHONE,Hancock Playground,BROOKLYN,,,,,,,,,,
39357273,06/03/2018 04:25:44 AM,06/03/2018 07:22:41 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11217,,,,,FLATBUSH AVENUE,ST MARKS AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/03/2018 12:25:44 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/03/2018 07:22:41 AM,06 BROOKLYN,,BROOKLYN,991375,186923,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67973435074979,-73.97431183772623,"(40.67973435074979, -73.97431183772623)"
39357275,06/03/2018 01:53:32 PM,06/03/2018 03:32:46 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1438 OCEAN AVENUE,OCEAN AVENUE,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/03/2018 09:53:32 PM,The Police Department responded to the complaint and took action to fix the condition.,06/03/2018 03:32:46 PM,14 BROOKLYN,3067120076,BROOKLYN,996282,167730,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.627048451469705,-73.9566545983824,"(40.627048451469705, -73.9566545983824)"
39357274,06/03/2018 11:30:12 PM,06/04/2018 04:08:29 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1872 MONROE AVENUE,MONROE AVENUE,MT HOPE PLACE,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/04/2018 07:30:12 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/04/2018 04:08:29 AM,05 BRONX,2028040001,BRONX,1010260,248435,PHONE,Unspecified,BRONX,,,,,,,,40.848533419181855,-73.90598670450618,"(40.848533419181855, -73.90598670450618)"
39574604,06/26/2018 01:34:40 PM,06/26/2018 03:13:08 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11363,342 RICHMOND ROAD,RICHMOND ROAD,EAST DRIVE,MARINETTE STREET,,,ADDRESS,LITTLE NECK,,Precinct,Closed,06/26/2018 09:34:40 PM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2018 03:13:08 PM,11 QUEENS,4080240020,QUEENS,1053397,223296,PHONE,Unspecified,QUEENS,,,,,,,,40.779301724623295,-73.7503273361051,"(40.779301724623295, -73.7503273361051)"
43749419,09/08/2019 03:26:00 PM,09/08/2019 04:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,SHEEPSHEAD BAY RD,SHORE PKWY S/R NORTH,INTERSECTION,,,N/A,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",09/08/2019 04:45:00 PM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
42031759,03/23/2019 04:13:55 AM,03/23/2019 07:23:25 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,103-24 97 STREET,97 STREET,103 AVENUE,LIBERTY AVENUE,,,ADDRESS,OZONE PARK,,Precinct,Closed,03/23/2019 12:13:55 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/23/2019 07:23:25 AM,10 QUEENS,4091190016,QUEENS,1027816,187830,MOBILE,Unspecified,QUEENS,,,,,,,,40.68211951475705,-73.84292335585481,"(40.68211951475705, -73.84292335585481)"
39574613,06/26/2018 09:33:30 PM,06/26/2018 10:03:29 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,19 LOCUST STREET,LOCUST STREET,BROADWAY,BEAVER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/27/2018 05:33:30 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/26/2018 10:03:29 PM,04 BROOKLYN,3031340040,BROOKLYN,1001533,194002,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.699150567858,-73.93767047878444,"(40.699150567858, -73.93767047878444)"
42031758,03/23/2019 12:50:58 AM,03/25/2019 09:17:27 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,1330 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",03/25/2019 09:17:27 PM,08 BROOKLYN,3013990020,BROOKLYN,1005281,182812,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66842846819316,-73.92418859987193,"(40.66842846819316, -73.92418859987193)"
42031760,03/23/2019 12:07:43 PM,03/25/2019 12:34:11 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11220,350 65 STREET,65 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",03/25/2019 12:34:11 PM,10 BROOKLYN,3058260001,BROOKLYN,978018,171952,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63864292526227,-74.02245474322461,"(40.63864292526227, -74.02245474322461)"
42031756,03/23/2019 11:40:42 AM,03/27/2019 08:34:59 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,3475 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,03/27/2019 08:34:59 AM,03 BRONX,2023720037,BRONX,1010177,241700,ONLINE,Unspecified,BRONX,,,,,,,,40.83004805755818,-73.90631274439146,"(40.83004805755818, -73.90631274439146)"
42031757,03/23/2019 08:27:03 PM,03/27/2019 09:17:16 PM,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10036,348 WEST   47 STREET,WEST   47 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,03/27/2019 09:17:16 PM,04 MANHATTAN,1010370059,MANHATTAN,987331,216526,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76098977485748,-73.98887834683487,"(40.76098977485748, -73.98887834683487)"
39574614,06/26/2018 05:59:24 PM,06/26/2018 07:04:09 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11211,AINSLIE STREET,AINSLIE STREET,UNION AVENUE,LORIMER STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,06/27/2018 01:59:24 AM,The Police Department responded to the complaint and took action to fix the condition.,06/26/2018 07:04:09 PM,01 BROOKLYN,,BROOKLYN,998044,198865,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71250448059831,-73.9502432656869,"(40.71250448059831, -73.9502432656869)"
42031762,03/24/2019 12:09:55 AM,03/24/2019 12:37:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,175 MENAHAN STREET,MENAHAN STREET,CENTRAL AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/24/2019 08:09:55 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,03/24/2019 12:37:35 AM,04 BROOKLYN,3033060035,BROOKLYN,1006818,193074,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69659152519398,-73.91861374027471,"(40.69659152519398, -73.91861374027471)"
42031769,03/23/2019 09:16:28 PM,03/23/2019 10:41:22 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11201,,,,,KANE STREET,COURT STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,03/24/2019 05:16:28 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/23/2019 10:41:22 PM,06 BROOKLYN,,BROOKLYN,985801,189005,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.685451698352715,-73.994407613302,"(40.685451698352715, -73.994407613302)"
42031770,03/23/2019 03:54:34 AM,03/23/2019 07:40:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,2186 GRAND CONCOURSE,GRAND CONCOURSE,ANTHONY AVENUE,EAST 182 STREET,,,ADDRESS,BRONX,,Precinct,Closed,03/23/2019 11:54:34 AM,The Police Department reviewed your complaint and provided additional information below.,03/23/2019 07:40:41 AM,05 BRONX,2031570020,BRONX,1011588,250961,MOBILE,Unspecified,BRONX,,,,,,,,40.85546252316601,-73.9011763444306,"(40.85546252316601, -73.9011763444306)"
39874703,07/30/2018 04:41:00 PM,07/31/2018 01:35:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10473,419 CASTLE HILL AVENUE,CASTLE HILL AVENUE,NORTON AVE,LACOMBE AVE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,07/31/2018 01:35:00 PM,09 BRONX,2035100056,BRONX,1026545,236388,PHONE,Unspecified,BRONX,,,,,,,,40.81540492823665,-73.84720052968082,"(40.81540492823665, -73.84720052968082)"
42031765,03/23/2019 03:33:27 AM,03/28/2019 12:06:22 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10028,524 EAST   85 STREET,EAST   85 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/28/2019 12:06:22 PM,08 MANHATTAN,1015810142,MANHATTAN,998966,221605,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77491859873036,-73.94686774066727,"(40.77491859873036, -73.94686774066727)"
39574618,06/26/2018 10:43:00 AM,06/27/2018 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11385,89-37 UNION TURNPIKE,UNION TURNPIKE,MARGARET PLACE,LONG ISLAND RAILROAD,,,ADDRESS,Ridgewood,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/27/2018 12:00:00 PM,06 QUEENS,4038860250,QUEENS,1023957,196570,ONLINE,Unspecified,QUEENS,,,,,,,,40.70612691035411,-73.8567853844418,"(40.70612691035411, -73.8567853844418)"
